id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked,empresa,nombre,descripcion,ubicacion,duracion,precio_persona,capacidad,restricciones,fecha_panorama
143495,58816,2025-01-09,100000,5,No disponible,100,,,Experimenta el lujo y la comodidad en este alojamiento,Cáceres,,,,{},
143495,58816,2025-01-09,100000,5,No disponible,100,,,Experimenta el lujo y la comodidad en este alojamiento,Cáceres,,,,{},
143495,58816,2025-01-09,100000,5,No disponible,100,,,Experimenta el lujo y la comodidad en este alojamiento,Cáceres,,,,{},
143587,60542,2025-12-17,48000,1,No disponible,16,,,,Orense,,,,{},
143587,60542,2025-12-17,48000,1,No disponible,16,,,,Orense,,,,{},
143587,60542,2025-12-17,48000,1,No disponible,16,,,,Orense,,,,{},
143587,60542,2025-12-17,48000,1,No disponible,16,,,,Orense,,,,{},
143587,60542,2025-12-17,48000,1,No disponible,16,,,,Orense,,,,{},
143591,62819,2025-03-29,232000,1,No disponible,116,,,,Alcalá de Guadaira,,,,{},
143591,62819,2025-03-29,232000,1,No disponible,116,,,,Alcalá de Guadaira,,,,{},
143591,62819,2025-03-29,232000,1,No disponible,116,,,,Alcalá de Guadaira,,,,{},
143591,62819,2025-03-29,232000,1,No disponible,116,,,,Alcalá de Guadaira,,,,{},
143591,62819,2025-03-29,232000,1,No disponible,116,,,,Alcalá de Guadaira,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143616,57297,2025-02-16,70000,9,No disponible,90,,,Disfruta de una estadía en el corazón de la ciudad,Ávila,,,,{},
143629,65023,2025-12-19,60000,1,No disponible,60,,,,Rubí,,,,{},
143629,65023,2025-12-19,60000,1,No disponible,60,,,,Rubí,,,,{},
143629,65023,2025-12-19,60000,1,No disponible,60,,,,Rubí,,,,{},
143629,65023,2025-12-19,60000,1,No disponible,60,,,,Rubí,,,,{},
143629,65023,2025-12-19,60000,1,No disponible,60,,,,Rubí,,,,{},
143633,58595,2025-05-27,1312000,8,No disponible,328,,,,Lorca,,,,{},
143633,58595,2025-05-27,1312000,8,No disponible,328,,,,Lorca,,,,{},
143633,58595,2025-05-27,1312000,8,No disponible,328,,,,Lorca,,,,{},
143633,58595,2025-05-27,1312000,8,No disponible,328,,,,Lorca,,,,{},
143633,58595,2025-05-27,1312000,8,No disponible,328,,,,Lorca,,,,{},
143663,64183,2025-10-18,522000,3,No disponible,261,,,,Inca,,,,{},
143663,64183,2025-10-18,522000,3,No disponible,261,,,,Inca,,,,{},
143663,64183,2025-10-18,522000,3,No disponible,261,,,,Inca,,,,{},
143663,64183,2025-10-18,522000,3,No disponible,261,,,,Inca,,,,{},
143663,64183,2025-10-18,522000,3,No disponible,261,,,,Inca,,,,{},
155933,,,,,Disponible,0,,,Experimenta el lujo y la comodidad en este alojamiento,Lugo,,,,{},
143723,55796,2025-06-21,1470000,10,No disponible,210,,,,Talavera de la Reina,,,,{},
143723,55796,2025-06-21,1470000,10,No disponible,210,,,,Talavera de la Reina,,,,{},
143723,55796,2025-06-21,1470000,10,No disponible,210,,,,Talavera de la Reina,,,,{},
143723,55796,2025-06-21,1470000,10,No disponible,210,,,,Talavera de la Reina,,,,{},
143723,55796,2025-06-21,1470000,10,No disponible,210,,,,Talavera de la Reina,,,,{},
143846,61686,2026-02-05,447000,5,No disponible,745,,,Relájate en un lugar tranquilo y acogedor,Cuenta,,,,,
143774,60599,2026-06-04,624000,3,No disponible,312,,,,Orihuela,,,,{},
143774,60599,2026-06-04,624000,3,No disponible,312,,,,Orihuela,,,,{},
143774,60599,2026-06-04,624000,3,No disponible,312,,,,Orihuela,,,,{},
143774,60599,2026-06-04,624000,3,No disponible,312,,,,Orihuela,,,,{},
143774,60599,2026-06-04,624000,3,No disponible,312,,,,Orihuela,,,,{},
143803,61267,2025-05-21,3255000,7,No disponible,651,,,,Oviedo,,,,{},
143803,61267,2025-05-21,3255000,7,No disponible,651,,,,Oviedo,,,,{},
143803,61267,2025-05-21,3255000,7,No disponible,651,,,,Oviedo,,,,{},
143803,61267,2025-05-21,3255000,7,No disponible,651,,,,Oviedo,,,,{},
143803,61267,2025-05-21,3255000,7,No disponible,651,,,,Oviedo,,,,{},
143818,63844,2025-02-20,340000,10,No disponible,170,,,,Hospitalet de LLobregat,,,,{},
143818,63844,2025-02-20,340000,10,No disponible,170,,,,Hospitalet de LLobregat,,,,{},
143818,63844,2025-02-20,340000,10,No disponible,170,,,,Hospitalet de LLobregat,,,,{},
143818,63844,2025-02-20,340000,10,No disponible,170,,,,Hospitalet de LLobregat,,,,{},
143818,63844,2025-02-20,340000,10,No disponible,170,,,,Hospitalet de LLobregat,,,,{},
143846,61686,2026-02-05,447000,5,No disponible,745,,,Relájate en un lugar tranquilo y acogedor,Cuenta,,,,,
143846,61686,2026-02-05,447000,5,No disponible,745,,,Relájate en un lugar tranquilo y acogedor,Cuenta,,,,,
143846,61686,2026-02-05,447000,5,No disponible,745,,,Relájate en un lugar tranquilo y acogedor,Cuenta,,,,,
143846,61686,2026-02-05,447000,5,No disponible,745,,,Relájate en un lugar tranquilo y acogedor,Cuenta,,,,,
143891,58304,2025-04-29,284000,2,No disponible,284,,,,Salamanca,,,,{},
143891,58304,2025-04-29,284000,2,No disponible,284,,,,Salamanca,,,,{},
143891,58304,2025-04-29,284000,2,No disponible,284,,,,Salamanca,,,,{},
143891,58304,2025-04-29,284000,2,No disponible,284,,,,Salamanca,,,,{},
143891,58304,2025-04-29,284000,2,No disponible,284,,,,Salamanca,,,,{},
143895,64492,2025-03-11,786000,5,No disponible,655,,,Ubicación céntrica con fácil acceso a atracciones turísticas,San Fernando,,,,{},
143895,64492,2025-03-11,786000,5,No disponible,655,,,Ubicación céntrica con fácil acceso a atracciones turísticas,San Fernando,,,,{},
143895,64492,2025-03-11,786000,5,No disponible,655,,,Ubicación céntrica con fácil acceso a atracciones turísticas,San Fernando,,,,{},
143895,64492,2025-03-11,786000,5,No disponible,655,,,Ubicación céntrica con fácil acceso a atracciones turísticas,San Fernando,,,,{},
143895,64492,2025-03-11,786000,5,No disponible,655,,,Ubicación céntrica con fácil acceso a atracciones turísticas,San Fernando,,,,{},
155933,,,,,Disponible,0,,,Experimenta el lujo y la comodidad en este alojamiento,Lugo,,,,{},
144034,61523,2025-01-04,392000,10,No disponible,980,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Fuengirola,,,,{},
144034,61523,2025-01-04,392000,10,No disponible,980,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Fuengirola,,,,{},
144034,61523,2025-01-04,392000,10,No disponible,980,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Fuengirola,,,,{},
144034,61523,2025-01-04,392000,10,No disponible,980,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Fuengirola,,,,{},
144034,61523,2025-01-04,392000,10,No disponible,980,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Fuengirola,,,,{},
144041,56418,2025-02-06,918000,9,No disponible,459,,,,Ponferrada,,,,{},
144041,56418,2025-02-06,918000,9,No disponible,459,,,,Ponferrada,,,,{},
144041,56418,2025-02-06,918000,9,No disponible,459,,,,Ponferrada,,,,{},
144041,56418,2025-02-06,918000,9,No disponible,459,,,,Ponferrada,,,,{},
144041,56418,2025-02-06,918000,9,No disponible,459,,,,Ponferrada,,,,{},
144062,61642,2025-08-01,4212000,6,No disponible,702,,,,Coslada,,,,{},
144062,61642,2025-08-01,4212000,6,No disponible,702,,,,Coslada,,,,{},
144062,61642,2025-08-01,4212000,6,No disponible,702,,,,Coslada,,,,{},
144062,61642,2025-08-01,4212000,6,No disponible,702,,,,Coslada,,,,{},
144062,61642,2025-08-01,4212000,6,No disponible,702,,,,Coslada,,,,{},
144078,64891,2025-06-06,3996000,9,No disponible,1332,,,,Dos Hermanas,,,,{},
144078,64891,2025-06-06,3996000,9,No disponible,1332,,,,Dos Hermanas,,,,{},
144078,64891,2025-06-06,3996000,9,No disponible,1332,,,,Dos Hermanas,,,,{},
144078,64891,2025-06-06,3996000,9,No disponible,1332,,,,Dos Hermanas,,,,{},
144078,64891,2025-06-06,3996000,9,No disponible,1332,,,,Dos Hermanas,,,,{},
144113,60468,2025-02-09,195000,5,No disponible,195,,,,Rivas-Vaciamadrid,,,,{},
144113,60468,2025-02-09,195000,5,No disponible,195,,,,Rivas-Vaciamadrid,,,,{},
144113,60468,2025-02-09,195000,5,No disponible,195,,,,Rivas-Vaciamadrid,,,,{},
144113,60468,2025-02-09,195000,5,No disponible,195,,,,Rivas-Vaciamadrid,,,,{},
144113,60468,2025-02-09,195000,5,No disponible,195,,,,Rivas-Vaciamadrid,,,,{},
144139,64441,2026-02-05,707000,3,No disponible,303,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Santander,,,,{},
144139,64441,2026-02-05,707000,3,No disponible,303,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Santander,,,,{},
144139,64441,2026-02-05,707000,3,No disponible,303,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Santander,,,,{},
144139,64441,2026-02-05,707000,3,No disponible,303,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Santander,,,,{},
144139,64441,2026-02-05,707000,3,No disponible,303,,,Ubicación céntrica con fácil acceso a atracciones turísticas,Santander,,,,{},
144205,57635,2025-07-01,60000,6,No disponible,72,,,Perfecto para familias y grupos grandes,Cerdañola del Vallés,,,,{},
144205,57635,2025-07-01,60000,6,No disponible,72,,,Perfecto para familias y grupos grandes,Cerdañola del Vallés,,,,{},
144205,57635,2025-07-01,60000,6,No disponible,72,,,Perfecto para familias y grupos grandes,Cerdañola del Vallés,,,,{},
144205,57635,2025-07-01,60000,6,No disponible,72,,,Perfecto para familias y grupos grandes,Cerdañola del Vallés,,,,{},
144205,57635,2025-07-01,60000,6,No disponible,72,,,Perfecto para familias y grupos grandes,Cerdañola del Vallés,,,,{},
144236,62426,2025-03-25,2920000,5,No disponible,730,,,,Vitoria,,,,{},
144236,62426,2025-03-25,2920000,5,No disponible,730,,,,Vitoria,,,,{},
144236,62426,2025-03-25,2920000,5,No disponible,730,,,,Vitoria,,,,{},
144236,62426,2025-03-25,2920000,5,No disponible,730,,,,Vitoria,,,,{},
144236,62426,2025-03-25,2920000,5,No disponible,730,,,,Vitoria,,,,{},
144247,56659,2025-03-13,945000,5,No disponible,675,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,San Cristróbal de la Laguna,,,,{},
144247,56659,2025-03-13,945000,5,No disponible,675,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,San Cristróbal de la Laguna,,,,{},
144247,56659,2025-03-13,945000,5,No disponible,675,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,San Cristróbal de la Laguna,,,,{},
144247,56659,2025-03-13,945000,5,No disponible,675,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,San Cristróbal de la Laguna,,,,{},
144247,56659,2025-03-13,945000,5,No disponible,675,,,Aventúrate en la naturaleza y descansa en un lugar cómodo,San Cristróbal de la Laguna,,,,{},
144255,56659,2025-04-23,255000,5,No disponible,85,,,,Vitoria,,,,{},
144255,56659,2025-04-23,255000,5,No disponible,85,,,,Vitoria,,,,{},
144255,56659,2025-04-23,255000,5,No disponible,85,,,,Vitoria,,,,{},
144255,56659,2025-04-23,255000,5,No disponible,85,,,,Vitoria,,,,{},
144255,56659,2025-04-23,255000,5,No disponible,85,,,,Vitoria,,,,{},
144260,64033,2025-01-13,684000,2,No disponible,114,,,,Tarragona,,,,{},
144260,64033,2025-01-13,684000,2,No disponible,114,,,,Tarragona,,,,{},
144260,64033,2025-01-13,684000,2,No disponible,114,,,,Tarragona,,,,{},
144260,64033,2025-01-13,684000,2,No disponible,114,,,,Tarragona,,,,{},
144260,64033,2025-01-13,684000,2,No disponible,114,,,,Tarragona,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
154588,,,,,Disponible,0,,,,Fuengirola,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144328,56892,2025-11-18,48000,3,No disponible,36,,,Disfruta de una estadía en el corazón de la ciudad,Mollet del Vallés,,,,{},
144350,55666,2025-05-01,2106000,9,No disponible,702,,,,Orihuela,,,,{},
144350,55666,2025-05-01,2106000,9,No disponible,702,,,,Orihuela,,,,{},
144350,55666,2025-05-01,2106000,9,No disponible,702,,,,Orihuela,,,,{},
144350,55666,2025-05-01,2106000,9,No disponible,702,,,,Orihuela,,,,{},
144350,55666,2025-05-01,2106000,9,No disponible,702,,,,Orihuela,,,,{},
144413,56890,2025-06-26,825000,3,No disponible,165,,,,Hospitalet de LLobregat,,,,{},
144413,56890,2025-06-26,825000,3,No disponible,165,,,,Hospitalet de LLobregat,,,,{},
144413,56890,2025-06-26,825000,3,No disponible,165,,,,Hospitalet de LLobregat,,,,{},
144413,56890,2025-06-26,825000,3,No disponible,165,,,,Hospitalet de LLobregat,,,,{},
144413,56890,2025-06-26,825000,3,No disponible,165,,,,Hospitalet de LLobregat,,,,{},
144450,58986,2025-01-10,1675000,5,No disponible,335,,,,Roquetas de Mar,,,,{},
144450,58986,2025-01-10,1675000,5,No disponible,335,,,,Roquetas de Mar,,,,{},
144450,58986,2025-01-10,1675000,5,No disponible,335,,,,Roquetas de Mar,,,,{},
144450,58986,2025-01-10,1675000,5,No disponible,335,,,,Roquetas de Mar,,,,{},
144450,58986,2025-01-10,1675000,5,No disponible,335,,,,Roquetas de Mar,,,,{},
144515,56799,2025-04-08,3040000,10,No disponible,760,,,,Marbella,,,,,
144515,56799,2025-04-08,3040000,10,No disponible,760,,,,Marbella,,,,,
144515,56799,2025-04-08,3040000,10,No disponible,760,,,,Marbella,,,,,
144515,56799,2025-04-08,3040000,10,No disponible,760,,,,Marbella,,,,,
144515,56799,2025-04-08,3040000,10,No disponible,760,,,,Marbella,,,,,
144548,56395,2025-02-08,918000,9,No disponible,918,,,,Sagunto,,,,{},
144548,56395,2025-02-08,918000,9,No disponible,918,,,,Sagunto,,,,{},
144548,56395,2025-02-08,918000,9,No disponible,918,,,,Sagunto,,,,{},
144548,56395,2025-02-08,918000,9,No disponible,918,,,,Sagunto,,,,{},
144548,56395,2025-02-08,918000,9,No disponible,918,,,,Sagunto,,,,{},
154566,,,,,Disponible,0,,,,Reus,,,,{},
154566,,,,,Disponible,0,,,,Reus,,,,{},
154566,,,,,Disponible,0,,,,Reus,,,,{},
154566,,,,,Disponible,0,,,,Reus,,,,{},
154566,,,,,Disponible,0,,,,Reus,,,,{},
154567,,,,,Disponible,0,,,,Calahorra,,,,{},
154567,,,,,Disponible,0,,,,Calahorra,,,,{},
154567,,,,,Disponible,0,,,,Calahorra,,,,{},
154567,,,,,Disponible,0,,,,Calahorra,,,,{},
154567,,,,,Disponible,0,,,,Calahorra,,,,{},
154568,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154568,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154568,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154568,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154568,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154570,,,,,Disponible,0,,,,Bilbao,,,,{},
154570,,,,,Disponible,0,,,,Bilbao,,,,{},
154570,,,,,Disponible,0,,,,Bilbao,,,,{},
154570,,,,,Disponible,0,,,,Bilbao,,,,{},
154570,,,,,Disponible,0,,,,Bilbao,,,,{},
154571,,,,,Disponible,0,,,,Reus,,,,{},
154571,,,,,Disponible,0,,,,Reus,,,,{},
154571,,,,,Disponible,0,,,,Reus,,,,{},
154571,,,,,Disponible,0,,,,Reus,,,,{},
154571,,,,,Disponible,0,,,,Reus,,,,{},
154577,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154577,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154577,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154577,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154577,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154583,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154583,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154583,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154583,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154583,,,,,Disponible,0,,,,Santa Coloma de Gramanet,,,,{},
154586,,,,,Disponible,0,,,,León,,,,{},
154586,,,,,Disponible,0,,,,León,,,,{},
154586,,,,,Disponible,0,,,,León,,,,{},
154586,,,,,Disponible,0,,,,León,,,,{},
154586,,,,,Disponible,0,,,,León,,,,{},
154588,,,,,Disponible,0,,,,Fuengirola,,,,{},
154588,,,,,Disponible,0,,,,Fuengirola,,,,{},
154588,,,,,Disponible,0,,,,Fuengirola,,,,{},
154588,,,,,Disponible,0,,,,Fuengirola,,,,{},
154596,,,,,Disponible,0,,,,Gandía,,,,{},
154596,,,,,Disponible,0,,,,Gandía,,,,{},
154596,,,,,Disponible,0,,,,Gandía,,,,{},
154596,,,,,Disponible,0,,,,Gandía,,,,{},
154596,,,,,Disponible,0,,,,Gandía,,,,{},
154598,,,,,Disponible,0,,,,Collado Villalba,,,,{},
154598,,,,,Disponible,0,,,,Collado Villalba,,,,{},
154598,,,,,Disponible,0,,,,Collado Villalba,,,,{},
154598,,,,,Disponible,0,,,,Collado Villalba,,,,{},
154598,,,,,Disponible,0,,,,Collado Villalba,,,,{},
154603,,,,,Disponible,0,,,,Pamplona,,,,{},
154603,,,,,Disponible,0,,,,Pamplona,,,,{},
154603,,,,,Disponible,0,,,,Pamplona,,,,{},
154603,,,,,Disponible,0,,,,Pamplona,,,,{},
154603,,,,,Disponible,0,,,,Pamplona,,,,{},
154606,,,,,Disponible,0,,,,Lugo,,,,{},
154606,,,,,Disponible,0,,,,Lugo,,,,{},
154606,,,,,Disponible,0,,,,Lugo,,,,{},
154606,,,,,Disponible,0,,,,Lugo,,,,{},
154606,,,,,Disponible,0,,,,Lugo,,,,{},
154608,,,,,Disponible,0,,,,Manresa,,,,{},
154608,,,,,Disponible,0,,,,Manresa,,,,{},
154608,,,,,Disponible,0,,,,Manresa,,,,{},
154608,,,,,Disponible,0,,,,Manresa,,,,{},
154608,,,,,Disponible,0,,,,Manresa,,,,{},
154611,,,,,Disponible,0,,,,Algeciras,,,,{},
154611,,,,,Disponible,0,,,,Algeciras,,,,{},
154611,,,,,Disponible,0,,,,Algeciras,,,,{},
154611,,,,,Disponible,0,,,,Algeciras,,,,{},
154611,,,,,Disponible,0,,,,Algeciras,,,,{},
154617,,,,,Disponible,0,,,,Oviedo,,,,{},
154617,,,,,Disponible,0,,,,Oviedo,,,,{},
154617,,,,,Disponible,0,,,,Oviedo,,,,{},
154617,,,,,Disponible,0,,,,Oviedo,,,,{},
154617,,,,,Disponible,0,,,,Oviedo,,,,{},
154620,,,,,Disponible,0,,,,Calahorra,,,,{},
154620,,,,,Disponible,0,,,,Calahorra,,,,{},
154620,,,,,Disponible,0,,,,Calahorra,,,,{},
154620,,,,,Disponible,0,,,,Calahorra,,,,{},
154620,,,,,Disponible,0,,,,Calahorra,,,,{},
154624,,,,,Disponible,0,,,,Sevilla,,,,{},
154624,,,,,Disponible,0,,,,Sevilla,,,,{},
154624,,,,,Disponible,0,,,,Sevilla,,,,{},
154624,,,,,Disponible,0,,,,Sevilla,,,,{},
154624,,,,,Disponible,0,,,,Sevilla,,,,{},
154630,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154630,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154630,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154630,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154630,,,,,Disponible,0,,,,Santiago de Compostela,,,,{},
154631,,,,,Disponible,0,,,,Roquetas de Mar,,,,{},
154631,,,,,Disponible,0,,,,Roquetas de Mar,,,,{},
154631,,,,,Disponible,0,,,,Roquetas de Mar,,,,{},
154631,,,,,Disponible,0,,,,Roquetas de Mar,,,,{},
154631,,,,,Disponible,0,,,,Roquetas de Mar,,,,{},
154634,,,,,Disponible,0,,,,Madrid,,,,{},
154634,,,,,Disponible,0,,,,Madrid,,,,{},
154634,,,,,Disponible,0,,,,Madrid,,,,{},
154634,,,,,Disponible,0,,,,Madrid,,,,{},
154634,,,,,Disponible,0,,,,Madrid,,,,{},
154730,,,,,Disponible,0,,,,Lérida,,,,{},
154730,,,,,Disponible,0,,,,Lérida,,,,{},
154730,,,,,Disponible,0,,,,Lérida,,,,{},
154730,,,,,Disponible,0,,,,Lérida,,,,{},
154730,,,,,Disponible,0,,,,Lérida,,,,{},
154635,,,,,Disponible,0,,,,Orihuela,,,,{},
154635,,,,,Disponible,0,,,,Orihuela,,,,{},
154635,,,,,Disponible,0,,,,Orihuela,,,,{},
154635,,,,,Disponible,0,,,,Orihuela,,,,{},
154635,,,,,Disponible,0,,,,Orihuela,,,,{},
154640,,,,,Disponible,0,,,,Baracaldo,,,,{},
154640,,,,,Disponible,0,,,,Baracaldo,,,,{},
154640,,,,,Disponible,0,,,,Baracaldo,,,,{},
154640,,,,,Disponible,0,,,,Baracaldo,,,,{},
154640,,,,,Disponible,0,,,,Baracaldo,,,,{},
154647,,,,,Disponible,0,,,,Badajoz,,,,{},
154647,,,,,Disponible,0,,,,Badajoz,,,,{},
154647,,,,,Disponible,0,,,,Badajoz,,,,{},
154647,,,,,Disponible,0,,,,Badajoz,,,,{},
154647,,,,,Disponible,0,,,,Badajoz,,,,{},
154649,,,,,Disponible,0,,,,Guadalajara,,,,{},
154649,,,,,Disponible,0,,,,Guadalajara,,,,{},
154649,,,,,Disponible,0,,,,Guadalajara,,,,{},
154649,,,,,Disponible,0,,,,Guadalajara,,,,{},
154649,,,,,Disponible,0,,,,Guadalajara,,,,{},
154651,,,,,Disponible,0,,,,Sanlúcar de Barrameda,,,,{},
154651,,,,,Disponible,0,,,,Sanlúcar de Barrameda,,,,{},
154651,,,,,Disponible,0,,,,Sanlúcar de Barrameda,,,,{},
154651,,,,,Disponible,0,,,,Sanlúcar de Barrameda,,,,{},
154651,,,,,Disponible,0,,,,Sanlúcar de Barrameda,,,,{},
154654,,,,,Disponible,0,,,,San Fernando,,,,{},
154654,,,,,Disponible,0,,,,San Fernando,,,,{},
154654,,,,,Disponible,0,,,,San Fernando,,,,{},
154654,,,,,Disponible,0,,,,San Fernando,,,,{},
154654,,,,,Disponible,0,,,,San Fernando,,,,{},
154657,,,,,Disponible,0,,,,Torremolinos,,,,{},
154657,,,,,Disponible,0,,,,Torremolinos,,,,{},
154657,,,,,Disponible,0,,,,Torremolinos,,,,{},
154657,,,,,Disponible,0,,,,Torremolinos,,,,{},
154657,,,,,Disponible,0,,,,Torremolinos,,,,{},
154663,,,,,Disponible,0,,,,Cornellá de Llobregat,,,,{},
154663,,,,,Disponible,0,,,,Cornellá de Llobregat,,,,{},
154663,,,,,Disponible,0,,,,Cornellá de Llobregat,,,,{},
154663,,,,,Disponible,0,,,,Cornellá de Llobregat,,,,{},
154663,,,,,Disponible,0,,,,Cornellá de Llobregat,,,,{},
154667,,,,,Disponible,0,,,,Arrecife,,,,{},
154667,,,,,Disponible,0,,,,Arrecife,,,,{},
154667,,,,,Disponible,0,,,,Arrecife,,,,{},
154667,,,,,Disponible,0,,,,Arrecife,,,,{},
154667,,,,,Disponible,0,,,,Arrecife,,,,{},
154670,,,,,Disponible,0,,,,Santander,,,,{},
154670,,,,,Disponible,0,,,,Santander,,,,{},
154670,,,,,Disponible,0,,,,Santander,,,,{},
154670,,,,,Disponible,0,,,,Santander,,,,{},
154670,,,,,Disponible,0,,,,Santander,,,,{},
154678,,,,,Disponible,0,,,,El Ejido,,,,{},
