id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
137565,61433,2025-02-27,74000,2,No disponible,74
137566,61433,2025-02-01,212000,2,No disponible,212
137568,,2025-03-30,-553000,,No disponible,
,56908,2025-01-03,243000,3,No disponible,243
,56908,2025-02-03,48000,3,No disponible,48
137573,56908,2025-01-18,228000,3,No disponible,
,56908,2025-01-03,81000,3,No disponible,81
137576,56908,2025-01-30,609000,3,No disponible,-609
137578,66580,2025-02-14,3170000,10,,3170
137580,62282,2025-03-09,1160000,10,No disponible,
137581,62282,,640000,10,No disponible,160
137582,62282,2025-04-24,250000,,No disponible,-250
137583,62282,2025-05-03,230000,10,No disponible,230
137585,62282,,660000,10,No disponible,660
137586,62282,2025-02-06,1850000,,No disponible,370
137587,62282,2025-03-27,600000,10,No disponible,600
137588,62282,2025-03-13,-820000,10,No disponible,820
137589,62282,2025-04-22,820000,10,No disponible,820
137590,62282,,370000,10,No disponible,370
137591,62282,2025-03-16,720000,10,No disponible,720
137592,56027,,420000,6,No disponible,420
137593,56027,2026-07-03,888000,,No disponible,-888
137595,56027,2026-07-03,,6,No disponible,288
137597,56027,2025-01-17,366000,6,No disponible,-366
137598,56027,2025-12-09,,,No disponible,558
137599,,2025-07-22,1146000,6,No disponible,1146
,66597,2025-02-17,,5,No disponible,
137607,55660,2026-04-04,,5,No disponible,
137611,62874,,468000,4,,468
137612,62874,2025-02-07,576000,4,No disponible,576
137613,62874,2025-02-06,530000,4,No disponible,424
137614,62874,2025-02-25,388000,4,No disponible,388
137615,62874,2025-03-01,364000,4,No disponible,364
137616,62874,2025-01-06,148000,4,No disponible,148
137617,62874,,52000,4,No disponible,52
137618,65547,2026-03-13,351000,3,No disponible,
137619,65547,,,3,No disponible,
137620,,2025-06-06,360000,3,No disponible,216
,65547,2026-04-23,258000,3,,-258
137625,,2025-02-21,345000,3,,345
137626,59445,2025-01-17,1896000,8,,1896
137628,59445,,174000,8,No disponible,464
,59445,2025-04-22,-480000,8,No disponible,480
137632,59445,2025-02-25,28000,8,No disponible,-112
137634,61875,,558000,9,,558
137635,61875,2025-07-22,747000,9,,747
137636,,,1134000,9,No disponible,189
137640,61875,2025-05-06,-882000,9,No disponible,882
137645,65403,2025-01-03,630000,,No disponible,315
137646,65403,2025-05-28,207000,,No disponible,207
137647,65363,2025-01-03,2490000,10,No disponible,
,65363,,1000000,10,No disponible,250
137654,,2025-05-25,1550000,10,No disponible,1550
137656,61236,2025-03-07,,10,No disponible,310
137658,63169,2025-04-22,335000,5,No disponible,335
137659,63169,2025-04-13,616000,5,No disponible,440
137660,63169,2025-03-06,100000,5,No disponible,100
137661,63169,2025-05-18,295000,5,No disponible,-295
137662,63169,2025-05-03,460000,5,No disponible,460
137663,63169,2025-04-24,195000,5,No disponible,195
137664,63169,2025-01-21,350000,5,No disponible,350
137665,63169,2025-02-15,85000,5,No disponible,85
137671,,2025-01-09,760000,10,No disponible,760
137672,56524,,670000,10,No disponible,670
137674,56524,2025-04-11,780000,10,No disponible,-780
137676,64976,2025-01-04,384000,3,No disponible,384
137677,64976,2025-10-21,519000,3,No disponible,519
137678,64976,2025-03-10,,3,No disponible,327
137679,64976,2025-09-24,294000,3,No disponible,294
137680,64976,2025-11-21,282000,,No disponible,282
137681,64976,2025-02-07,78000,3,No disponible,78
137682,64976,2025-01-09,183000,3,No disponible,183
137683,64976,2025-10-08,2604000,3,No disponible,372
137684,,2025-03-16,132000,3,No disponible,132
137685,64976,2025-10-26,-57000,3,No disponible,57
137686,64976,2025-01-15,,3,No disponible,246
137687,64976,2025-05-03,291000,,No disponible,291
137688,64976,2025-07-11,33000,3,No disponible,33
137689,64976,2025-07-28,189000,3,No disponible,189
137690,,2025-04-08,484000,2,No disponible,484
137691,58005,2025-02-05,-442000,2,No disponible,442
,58005,2025-02-01,876000,2,No disponible,292
137693,58005,2025-02-23,,2,No disponible,24
137694,,2025-03-21,80000,2,No disponible,80
,58005,2025-03-19,,2,No disponible,196
137698,58005,2025-03-27,268000,2,No disponible,
137700,58005,2025-03-28,70000,,No disponible,70
137701,58005,,60000,2,No disponible,60
,62895,2025-01-07,91000,,No disponible,91
,62895,2025-01-30,596000,1,No disponible,149
137706,62895,,88000,1,No disponible,88
137707,62895,2025-02-01,41000,1,No disponible,
137708,62895,2025-01-27,181000,,No disponible,181
137710,62931,2025-02-26,262000,,No disponible,262
,61519,2025-02-28,275000,5,No disponible,275
137713,61519,2025-01-20,-450000,5,No disponible,450
137715,61519,2025-03-04,370000,5,,370
137723,,2025-08-01,192000,1,No disponible,192
137724,59730,2025-03-25,101000,1,No disponible,-101
137725,,2025-10-04,200000,1,No disponible,200
137735,,2025-01-04,385000,7,No disponible,385
137739,66085,2026-02-13,819000,9,No disponible,819
137740,66085,2025-04-03,222000,9,No disponible,333
137741,66085,2025-06-24,828000,9,No disponible,828
137742,66085,2025-01-19,387000,9,No disponible,387
137743,,2026-02-23,621000,9,No disponible,621
137744,66085,2026-10-19,540000,9,No disponible,-540
,66085,2026-07-23,819000,9,No disponible,819
137746,,2025-04-21,162000,,No disponible,162
137750,57574,2025-05-01,,3,No disponible,33
,57574,2025-06-02,252000,3,No disponible,252
,57574,2025-06-16,93000,3,No disponible,93
137756,57574,2025-05-23,255000,,No disponible,255
137760,56463,2026-02-09,,1,No disponible,39
137767,61266,2025-10-24,-736000,8,No disponible,736
,61266,2026-01-13,624000,8,No disponible,624
137770,58047,2025-01-01,1584000,9,No disponible,1584
,58047,2025-01-01,864000,9,No disponible,-864
137772,58047,2025-01-03,243000,9,No disponible,243
137773,58047,2025-01-06,1197000,9,No disponible,1197
137774,58338,,2170000,10,No disponible,
137775,58338,2025-03-25,,10,No disponible,390
137778,61412,2025-03-21,163000,1,No disponible,163
137779,61412,2025-02-27,110000,1,No disponible,110
,61412,2025-06-15,169000,1,No disponible,169
137782,,2025-01-16,1096000,8,No disponible,1096
,64031,2025-04-04,410000,1,No disponible,82
137787,64031,2025-06-15,38000,1,No disponible,-38
137788,64031,2025-03-16,50000,1,,50
,63402,2025-01-03,65000,5,No disponible,65
137795,61800,2025-03-29,,4,No disponible,1028
137799,61800,,292000,4,No disponible,292
137800,61800,2025-05-27,368000,4,,368
,55810,,70000,7,No disponible,70
137808,55878,2025-01-10,456000,4,No disponible,456
137809,55878,2026-07-06,318000,4,No disponible,424
137810,55878,2025-08-30,208000,4,No disponible,208
137811,55878,,84000,4,No disponible,84
137812,55878,2025-08-29,464000,4,No disponible,464
137813,55878,2025-10-15,152000,4,No disponible,-76
137814,55878,2026-03-14,356000,,No disponible,356
,60466,2025-06-23,804000,7,No disponible,938
,60466,2026-01-24,189000,7,No disponible,189
137823,60466,2025-12-22,,7,No disponible,469
,60466,2025-02-03,399000,7,No disponible,399
137938,56239,2025-09-25,760000,8,,760
137827,57198,2025-12-23,-366000,3,No disponible,366
137828,57198,2025-05-05,558000,3,No disponible,93
137829,57198,2025-07-25,165000,3,No disponible,165
137830,57198,2025-09-24,207000,3,No disponible,207
137831,57198,2025-10-16,30000,3,No disponible,30
137832,57198,2025-02-03,,3,No disponible,288
137833,57198,2025-11-05,75000,3,No disponible,75
137834,57198,2025-08-15,324000,3,No disponible,324
137835,57198,2025-08-11,411000,3,No disponible,411
,57198,2025-06-21,129000,3,,129
137839,56953,,2360000,10,No disponible,2360
,60155,2025-11-18,1635000,5,,1635
137843,60155,2026-04-28,,5,No disponible,80
,60155,2025-02-15,620000,5,No disponible,620
137848,,2025-08-19,-3447000,9,No disponible,3447
137849,58232,,416000,8,No disponible,
137852,58232,2025-07-05,,8,No disponible,248
137853,58232,,192000,8,No disponible,192
,58232,2025-04-24,576000,8,No disponible,576
137856,58232,2025-05-24,104000,8,No disponible,
,66115,2026-03-22,1872000,8,No disponible,624
137863,,2025-05-01,1694000,7,No disponible,1694
137864,58068,2025-03-06,1690000,10,No disponible,1690
137865,58068,2026-09-03,4760000,10,No disponible,680
,58068,,760000,10,No disponible,760
137867,58068,2026-07-23,970000,10,No disponible,970
,58068,2026-05-16,920000,10,No disponible,-920
137869,58068,2025-08-10,,10,No disponible,230
137870,58068,2025-12-11,260000,10,No disponible,260
137871,58068,2025-02-27,470000,10,No disponible,470
137872,58068,2026-01-03,950000,10,No disponible,
137873,58068,2025-08-18,20000,10,No disponible,100
137874,58068,2025-12-22,120000,10,No disponible,
137875,60215,2025-08-24,,8,No disponible,1264
137876,60215,2025-09-22,-424000,8,No disponible,424
137877,58829,2025-09-16,,8,No disponible,1280
137880,58829,2025-06-16,665000,,No disponible,760
137882,,2025-01-18,208000,8,No disponible,208
137883,,2025-01-20,560000,8,No disponible,-560
137887,57109,2025-07-24,162000,3,No disponible,-162
137893,59810,2025-04-17,415000,,No disponible,415
137897,59810,,755000,5,No disponible,755
137902,56200,2025-01-24,224000,4,No disponible,224
137903,56200,2025-08-14,472000,4,No disponible,472
137904,58357,2025-07-11,,3,No disponible,213
137905,58357,2025-01-16,489000,3,No disponible,489
,58133,2025-01-21,381000,1,No disponible,381
137908,58133,2025-02-08,290000,1,No disponible,145
,58133,2025-01-12,99000,1,No disponible,99
137910,58133,2025-04-19,250000,1,No disponible,250
,58133,2025-03-16,420000,1,No disponible,140
,58133,2025-04-21,97000,1,No disponible,97
137913,58133,2025-01-01,5000,1,No disponible,5
137915,59884,2026-03-10,,4,No disponible,440
137917,59884,2026-06-29,80000,4,No disponible,
137919,59884,2025-12-12,296000,4,,296
137920,57492,,261000,9,No disponible,261
137921,57492,2025-04-11,3861000,9,,
137924,57492,2025-11-12,-1395000,9,No disponible,1395
137926,56239,2026-05-31,2088000,8,No disponible,-2088
137927,56239,2026-05-30,,8,No disponible,248
137930,,2025-04-14,320000,,No disponible,320
,59923,2025-01-01,204000,4,No disponible,204
137940,,2025-01-05,2400000,4,No disponible,400
,,,140000,4,No disponible,140
,59923,2025-06-26,352000,4,No disponible,352
137944,59923,2025-07-11,,4,No disponible,112
137946,,2025-06-28,,4,No disponible,468
,59923,2025-07-23,161000,4,No disponible,92
,59923,,320000,4,No disponible,320
137957,59923,2025-06-01,188000,4,,188
137958,,2025-01-26,84000,4,No disponible,84
137959,62337,2025-03-10,-265000,5,No disponible,
137961,61709,2025-01-02,608000,4,No disponible,
137964,61709,2025-01-05,456000,4,,456
137965,61709,2025-01-07,3600000,,No disponible,600
137968,61709,,252000,4,No disponible,252
,61709,2025-01-08,296000,4,,296
137972,,2025-04-11,828000,6,No disponible,276
137973,,,246000,,No disponible,
137974,56527,2025-02-17,-282000,6,No disponible,282
137977,59924,2025-01-10,1904000,8,,
137978,59924,2025-01-06,1736000,8,No disponible,
,60204,2026-05-30,,2,No disponible,362
137980,57599,2025-12-14,120000,1,No disponible,
137984,57599,2025-08-26,72000,1,,72
,57599,2026-06-05,70000,1,No disponible,70
137990,65848,2025-01-09,399000,7,,399
137997,65848,,217000,7,No disponible,217
137998,65848,2025-01-21,-3612000,7,No disponible,903
137999,65848,2025-01-15,-203000,7,No disponible,203
138000,65848,,630000,7,No disponible,630
138002,58134,2025-06-08,1192000,8,,1192
,59721,2025-03-25,282000,10,No disponible,940
138008,61545,2026-01-26,770000,10,No disponible,
138009,61545,,46000,10,No disponible,230
,57872,2025-03-13,300000,10,No disponible,300
138012,,2025-07-25,1160000,10,No disponible,1160
138018,59363,2025-01-26,-157000,1,,
138024,59363,2025-01-19,9000,1,No disponible,
138028,59363,2025-01-04,91000,1,,91
138031,65637,2026-03-30,791000,7,No disponible,791
138032,65637,2026-07-10,1218000,7,No disponible,1218
138033,65637,2025-11-06,1190000,7,No disponible,1190
138034,61269,2025-04-13,292000,2,No disponible,292
138035,61269,2026-03-03,1476000,2,No disponible,246
138036,61269,2025-12-19,20000,2,No disponible,20
138037,61269,2025-04-16,174000,2,,174
,61269,,50000,2,No disponible,-50
138039,,2026-02-09,188000,2,No disponible,188
138040,61269,2025-07-16,46000,,No disponible,46
,61269,2025-01-02,248000,,No disponible,248
138042,59956,2026-03-06,286000,1,No disponible,286
138043,59956,,492000,,No disponible,82
138044,59956,2026-07-26,42000,1,No disponible,42
138045,59956,2026-07-12,68000,1,No disponible,68
138046,59956,2025-10-21,98000,1,No disponible,98
138047,59956,,29000,1,No disponible,29
,59956,2025-08-14,100000,1,No disponible,100
138049,62437,2025-05-25,545000,,No disponible,545
138050,62437,2025-06-23,,5,No disponible,160
138051,62437,,250000,,No disponible,250
138060,62437,2025-01-07,-285000,5,No disponible,285
138064,62437,2026-01-21,195000,5,No disponible,
138065,,2025-11-30,2100000,6,No disponible,2100
138067,65069,2025-01-15,,,No disponible,336
138076,65069,2025-05-05,-66000,6,No disponible,66
138080,,2025-05-22,,6,No disponible,402
138082,59668,2026-02-20,1000000,10,No disponible,1000
138083,59668,2026-02-06,6550000,10,No disponible,1310
138084,59668,2025-10-31,310000,10,No disponible,310
138085,59668,2025-02-25,790000,10,,
138086,59668,2026-02-05,260000,,No disponible,-260
138087,,,440000,10,No disponible,440
138088,59668,2025-04-30,750000,10,No disponible,750
138089,59668,2025-12-29,5000000,10,No disponible,1000
138090,59668,2025-12-19,270000,10,No disponible,270
138091,59668,2025-08-23,880000,10,No disponible,880
138092,59668,2026-03-17,810000,10,No disponible,810
138093,59668,2025-10-07,920000,10,No disponible,920
138094,59668,2026-07-04,1220000,10,No disponible,1220
138095,,2025-09-16,684000,10,,1140
138096,59668,2026-05-05,820000,10,No disponible,820
138097,59668,2025-06-10,830000,10,No disponible,830
138098,59668,2025-11-18,140000,10,No disponible,
138099,59668,2026-05-05,310000,10,No disponible,310
138100,59668,2025-09-03,590000,10,No disponible,590
138101,66598,2026-08-01,1168000,,No disponible,1168
138105,57876,2025-07-27,,3,No disponible,288
138111,57876,2026-04-07,210000,3,,210
138115,55940,,2695000,7,No disponible,539
138117,55940,2025-03-25,,7,No disponible,224
138119,55940,2025-07-27,490000,7,No disponible,
138122,55940,2025-08-13,399000,7,No disponible,-399
,56695,2025-07-30,145000,1,No disponible,145
138128,56695,2026-04-22,,1,No disponible,65
,,,,,Disponible,0
,64123,,66000,7,No disponible,462
138135,61262,2025-09-15,156000,3,No disponible,-39
,61262,2025-02-23,39000,3,No disponible,39
138138,61262,2025-10-03,,3,No disponible,93
138139,61262,2026-03-19,-216000,3,No disponible,216
138148,,2025-02-14,1064000,7,No disponible,1064
138150,66031,2025-01-12,623000,7,,623
138152,66031,2025-04-03,2303000,,No disponible,2303
138153,57742,2025-02-20,120000,2,No disponible,120
138154,57742,2025-03-20,-396000,2,No disponible,396
,60682,2025-04-10,1690000,10,No disponible,1690
,60682,2025-04-24,790000,10,No disponible,790
138158,60682,2025-04-25,460000,10,,460
138159,60682,2025-01-13,520000,10,No disponible,
,60682,2025-02-05,790000,10,No disponible,790
138165,60682,,550000,10,No disponible,550
138166,60682,2025-04-14,990000,,No disponible,990
138167,60682,2025-02-05,1830000,10,No disponible,-1830
138169,56666,2025-01-25,1064000,4,,1064
138170,56666,2025-01-28,696000,4,,464
138172,,2025-01-14,92000,4,No disponible,
138173,56666,2025-05-01,60000,4,No disponible,
138176,61686,2025-02-16,318000,3,No disponible,-318
138179,61686,2025-01-19,,3,No disponible,279
138180,61686,2025-04-18,249000,3,No disponible,-249
,61686,2025-04-05,75000,3,No disponible,75
138184,63650,2026-05-28,1280000,8,No disponible,-1280
138185,63650,2025-01-31,198000,8,,792
138187,63650,2025-08-04,1792000,8,No disponible,-1792
138188,62728,2025-01-10,1460000,10,No disponible,1460
138190,57629,2025-06-24,,6,No disponible,822
138193,57629,2025-07-16,186000,6,No disponible,
138220,60540,2025-01-05,960000,10,,960
138196,66510,2025-01-26,232000,2,,-232
138197,66510,2026-06-05,240000,2,No disponible,
138199,66510,2025-02-24,-114000,2,No disponible,114
138201,56359,2025-02-02,729000,9,,
138202,56359,2025-02-05,1116000,9,No disponible,-558
138203,56359,2025-02-05,171000,9,,171
138204,56359,2025-02-18,252000,9,,252
138210,59362,2025-10-28,1992000,,No disponible,-664
138213,65386,2026-03-03,360000,4,No disponible,360
138214,65386,2025-12-27,616000,4,No disponible,616
138215,60540,2025-01-07,-1440000,10,No disponible,1440
138216,60540,2025-01-08,720000,10,No disponible,120
138217,60540,2025-01-03,470000,10,No disponible,470
138218,60540,2025-01-03,340000,10,No disponible,340
138219,60540,2025-01-07,500000,10,No disponible,500
138221,60540,2025-01-05,680000,10,No disponible,
138222,60540,2025-01-03,1280000,,No disponible,1280
138223,56266,,2880000,8,No disponible,2880
138228,56266,2025-03-05,-462000,8,No disponible,616
138230,56266,2025-08-14,296000,8,No disponible,
138231,56266,2025-11-07,,8,,608
138233,56266,,48000,8,No disponible,48
,59195,2025-02-16,9520000,10,No disponible,1360
,59195,2025-01-14,150000,10,No disponible,150
,,2025-02-09,670000,10,No disponible,670
138239,59195,2025-02-28,,10,No disponible,
138248,60479,,62000,1,No disponible,62
138251,60479,2026-07-05,,1,No disponible,32
138252,60479,,59000,1,No disponible,59
138257,62299,2025-12-30,112000,,,336
138258,,2025-03-29,159000,3,No disponible,159
138260,57330,2025-03-12,,,No disponible,63
138261,57330,2025-04-06,,3,,60
138264,57330,2025-05-15,,3,No disponible,81
138265,65743,2025-04-23,258000,,No disponible,258
138266,65015,2025-04-18,-1448000,8,No disponible,1448
138267,65015,2025-08-07,,8,No disponible,
138269,65015,2025-02-02,1904000,8,No disponible,
138270,65015,2025-05-03,-96000,8,No disponible,96
138271,65015,2025-04-28,232000,8,No disponible,-232
138276,63195,2025-05-17,1632000,8,No disponible,1632
138277,63195,2025-09-20,320000,8,No disponible,160
138278,63195,2025-09-21,696000,8,No disponible,
138279,63195,2025-05-03,1056000,8,No disponible,1056
138280,63195,2025-12-17,1520000,8,No disponible,1520
138281,63195,2026-05-17,360000,8,No disponible,960
138282,63195,2025-10-17,320000,8,No disponible,320
138283,63195,2026-01-06,,8,No disponible,504
138285,65054,2025-01-06,342000,3,No disponible,
,65054,,312000,3,No disponible,156
138288,,2025-07-29,260000,4,No disponible,260
138290,57566,2025-02-20,320000,,No disponible,320
138296,57566,2025-07-29,820000,4,No disponible,
138297,,2025-05-10,405000,,No disponible,540
138300,59717,2025-01-01,724000,4,No disponible,
138301,59717,2025-01-01,576000,4,No disponible,
,,2025-01-02,768000,4,No disponible,768
138305,61094,2025-10-17,184000,2,No disponible,-184
138308,61094,2025-12-10,-306000,2,No disponible,306
138309,61868,2025-01-18,3608000,8,No disponible,3608
138310,61868,2025-03-16,5712000,8,No disponible,816
138311,61868,,-728000,,No disponible,728
138312,61868,,208000,8,No disponible,208
138313,61868,,104000,8,No disponible,104
,61868,2025-02-03,288000,8,No disponible,288
138315,61868,2025-02-21,288000,8,No disponible,288
138316,61868,2025-01-05,280000,8,,280
138317,61868,2025-03-16,2720000,8,No disponible,2720
138318,61868,2025-04-05,688000,8,No disponible,688
138324,59857,2025-08-12,-888000,6,No disponible,
138326,59857,2025-09-30,108000,6,,
138335,60680,2025-05-04,4530000,10,No disponible,
138337,60065,2025-03-09,-132000,8,No disponible,528
,60065,2025-02-16,144000,8,No disponible,
138344,60065,2025-01-23,,8,No disponible,720
138347,64132,2025-07-06,-1040000,10,No disponible,1040
138353,64852,2026-01-14,,1,No disponible,43
138355,56379,2025-01-29,,3,No disponible,186
138356,56379,2026-03-10,54000,3,No disponible,162
138357,56379,2025-10-14,489000,3,No disponible,489
138358,56379,2025-09-24,756000,3,No disponible,
138359,56379,2025-03-17,21000,3,,21
138360,56379,2025-12-29,249000,3,,
138361,56379,2025-03-29,,3,,435
138362,56379,2026-01-10,,3,,81
138363,56379,2025-11-02,237000,3,No disponible,237
138364,56379,2026-01-12,42000,3,,42
138365,56379,2026-01-28,300000,3,,300
138366,56379,2026-02-09,30000,3,No disponible,30
138367,59778,2025-05-31,,9,No disponible,2727
,59778,,987000,,No disponible,-1269
138371,59778,2025-01-02,486000,9,,486
138373,59778,2025-11-19,,9,,657
,59778,2026-01-06,-2817000,9,No disponible,2817
138376,57326,2026-03-10,744000,,No disponible,744
138377,64501,2025-04-02,978000,6,No disponible,
,64501,2025-01-20,942000,6,No disponible,942
138379,64501,2025-02-16,,6,No disponible,390
138380,65338,2026-04-16,777000,,No disponible,777
138381,65338,2026-04-27,,7,No disponible,728
138382,65338,2025-12-12,,7,No disponible,567
138383,65338,2025-08-11,1701000,7,No disponible,
138384,65338,2025-01-27,,7,No disponible,525
,63791,2025-03-28,,8,No disponible,1184
138386,63791,2025-04-01,2304000,8,No disponible,2304
138388,62236,2025-07-24,,4,No disponible,232
,62236,2025-12-25,120000,4,No disponible,120
138390,62236,2025-03-03,,4,No disponible,-124
138395,62236,2025-05-08,1220000,4,No disponible,
138396,57491,2025-07-11,476000,7,No disponible,476
138397,57491,2025-04-18,-154000,7,No disponible,77
138398,57491,2025-05-01,476000,7,No disponible,476
138400,,2025-07-18,1134000,9,No disponible,1134
138403,57808,2025-03-28,42000,7,No disponible,
,61890,2026-01-09,315000,9,No disponible,315
138417,61890,2025-02-12,2691000,9,No disponible,2691
138418,61890,2025-08-11,670000,9,No disponible,1206
138419,61890,2026-03-23,270000,9,No disponible,270
138420,61890,2026-02-25,810000,9,No disponible,810
138421,61890,2026-03-27,,9,No disponible,396
138422,61890,2026-02-21,774000,9,No disponible,774
138423,61890,2025-03-16,1413000,9,No disponible,
138424,61890,2026-04-17,6993000,9,No disponible,999
138425,61890,2025-08-30,531000,9,,531
138426,61890,2025-11-25,72000,9,No disponible,72
138427,61890,2026-04-06,450000,9,No disponible,450
138428,61890,2025-10-15,414000,9,No disponible,414
138429,61890,,108000,9,No disponible,108
138430,61890,2026-03-14,207000,9,No disponible,207
138431,61325,2025-07-20,1169000,7,,1169
138432,61325,2025-02-26,189000,7,No disponible,-189
,61325,2025-03-15,1673000,7,No disponible,1673
138436,55570,2025-02-05,255000,3,No disponible,255
138437,55570,2025-08-03,1650000,3,No disponible,330
138438,55570,2025-10-31,,3,No disponible,156
138439,55570,2025-04-26,267000,3,,
138440,55570,2025-10-01,186000,3,No disponible,186
138441,55570,,219000,,No disponible,219
138442,55570,2025-04-29,252000,3,No disponible,252
138443,55570,2026-05-01,495000,3,No disponible,297
138444,55570,2025-10-03,159000,3,No disponible,159
138445,55570,,39000,3,No disponible,39
138446,55570,2026-05-11,237000,,No disponible,237
138447,55570,2025-06-24,288000,3,No disponible,288
138448,65272,2025-08-27,150000,1,No disponible,150
138449,57480,,249000,3,No disponible,249
138452,57480,,252000,3,No disponible,252
138455,57480,2025-01-05,180000,3,No disponible,
138457,60766,2025-04-07,133000,1,No disponible,133
138458,60766,2025-01-31,126000,1,No disponible,126
138459,60530,2026-02-12,112000,2,No disponible,112
138460,60530,2026-07-13,,2,No disponible,680
138461,60530,2026-07-04,194000,2,No disponible,194
138462,62843,2025-04-04,566000,2,No disponible,
138463,62843,,405000,2,No disponible,270
138470,62843,2025-01-29,,2,No disponible,32
138472,66302,2025-03-05,834000,6,No disponible,-834
138473,66302,2025-03-05,1194000,6,No disponible,-1194
138474,65564,2025-02-03,198000,3,No disponible,198
138475,65564,2025-02-26,600000,3,No disponible,600
138476,65564,2025-02-09,1107000,3,No disponible,369
138477,65564,2025-02-20,210000,3,No disponible,210
138478,65564,2025-02-03,249000,3,No disponible,249
,63144,2025-02-22,231000,5,,165
138487,63144,2025-01-08,,5,No disponible,315
138491,58911,,,4,No disponible,556
138492,58911,2025-02-09,-52000,4,No disponible,52
138493,58911,2025-12-30,20000,,No disponible,20
138496,,2026-08-31,1316000,7,No disponible,
138523,60650,2025-02-01,231000,3,No disponible,231
138504,60177,2025-03-06,,10,No disponible,2130
,60177,2025-03-30,,10,No disponible,810
138508,60177,2025-03-11,850000,10,No disponible,-850
138509,60177,2025-04-04,350000,10,,350
138511,60177,2025-02-24,540000,,No disponible,540
138513,60650,2025-01-12,546000,,No disponible,546
138514,60650,2025-01-05,164000,3,No disponible,123
138515,,2025-01-12,147000,3,No disponible,147
,60650,2025-01-28,300000,3,,300
138517,60650,2025-01-03,261000,3,No disponible,261
138518,60650,2025-01-22,,3,No disponible,243
138519,60650,2025-01-31,225000,3,,225
138520,60650,2025-01-31,224000,3,No disponible,168
138521,60650,2025-01-29,45000,3,No disponible,45
138522,60650,2025-01-22,18000,3,No disponible,18
138524,60252,2025-03-17,1128000,8,,1128
138527,60252,2025-04-25,264000,8,No disponible,
138528,,2025-04-06,1488000,8,No disponible,1488
,,2025-04-23,1215000,9,No disponible,1215
,60987,2025-01-13,1728000,9,No disponible,1728
138532,60987,2025-05-03,315000,9,No disponible,
138537,59113,2025-02-01,10000,2,No disponible,10
138538,59113,,34000,2,No disponible,34
138539,62308,2025-02-06,315000,3,No disponible,-315
138540,62308,2025-01-10,2331000,3,No disponible,333
138541,62308,2025-01-04,108000,3,No disponible,108
138542,62308,2025-04-04,201000,3,No disponible,201
138543,62308,2025-01-27,90000,3,No disponible,90
138544,62308,2025-04-15,288000,3,No disponible,288
138545,62308,2025-02-20,54000,3,No disponible,54
138546,62308,2025-02-14,183000,3,No disponible,183
138547,62387,2025-01-10,720000,10,No disponible,-720
138551,62387,,650000,10,No disponible,650
138554,62356,2026-01-04,-1080000,9,No disponible,1080
138556,62356,2025-12-03,639000,9,,639
138559,62356,2025-10-08,-747000,9,No disponible,747
138564,62356,2025-02-25,243000,9,,243
138565,62356,2026-01-22,,9,No disponible,225
,59840,2025-03-31,342000,8,No disponible,912
138578,59361,2025-06-05,510000,10,No disponible,
138579,59361,2025-09-06,800000,10,,
138580,,2025-05-01,740000,10,No disponible,-740
138581,59361,2025-01-04,1090000,10,No disponible,1090
138582,59361,2025-02-04,1810000,10,No disponible,1810
,59361,2025-02-23,18000,10,No disponible,90
,59361,2025-08-30,380000,10,No disponible,380
138585,58897,2025-01-26,568000,4,No disponible,568
138586,58897,2025-08-12,320000,4,No disponible,64
138587,58897,2025-01-20,320000,4,No disponible,320
138588,58897,,136000,4,No disponible,136
138589,58897,,300000,4,No disponible,300
138590,58897,,124000,4,No disponible,124
138591,58897,2025-01-08,1604000,4,No disponible,1604
138592,,2025-07-28,675000,4,,540
138593,58897,2025-09-19,308000,4,No disponible,308
138594,58897,2025-04-17,116000,4,No disponible,116
138595,58897,,324000,4,No disponible,324
138596,58897,2025-03-03,312000,4,No disponible,312
138597,,2025-08-18,868000,7,No disponible,868
138601,66517,2026-02-28,,7,,
138602,61324,2025-11-23,,6,,570
138603,,2026-06-07,288000,6,No disponible,864
138605,62472,,,8,No disponible,352
,62472,,840000,8,No disponible,840
138609,62472,2026-02-12,40000,8,,-40
138611,62472,2025-10-31,,8,No disponible,776
138613,62472,,1264000,8,No disponible,1264
138618,62472,2025-04-15,408000,,No disponible,408
138620,62472,2026-02-18,520000,8,,520
138621,60846,2025-01-21,600000,3,No disponible,-600
138624,57584,,990000,5,No disponible,990
138626,66290,2025-05-21,,9,No disponible,666
138629,63565,,,9,No disponible,1449
138636,64549,2025-02-26,-244000,2,No disponible,244
138637,,2025-03-10,3390000,10,No disponible,3390
138638,57920,2025-07-29,54000,10,No disponible,180
138639,57920,2026-09-14,430000,10,No disponible,430
138640,57920,2026-01-28,800000,10,No disponible,800
,,2025-02-04,3020000,10,No disponible,3020
138642,57920,2026-07-06,450000,10,No disponible,1500
138643,,2025-09-05,400000,10,No disponible,400
138644,,2025-06-09,640000,10,No disponible,640
,59431,2025-10-15,408000,6,No disponible,408
138649,59431,2025-04-28,,6,No disponible,420
,59431,2025-06-27,144000,6,No disponible,
138652,65593,2025-03-24,4020000,10,,1340
138654,65593,2026-01-25,,10,No disponible,360
138655,65593,2025-10-18,2490000,10,No disponible,-2490
,65593,2025-06-01,800000,10,No disponible,800
138658,55859,2025-06-23,231000,7,No disponible,231
138659,55859,2025-04-03,798000,,No disponible,798
